time_start_sec,time_end_sec,launch_time,draw_time_avg,draw_time_median,total_frames,total_frames_median,janky_frames,janky_frames_median,janky_ratio,janky_ratio_median,percentile_50_ms,percentile_90_ms,percentile_95_ms,percentile_99_ms,missed_vsync_count,high_input_latency_count,slow_ui_thread_count,slow_bitmap_uploads_count,slow_issue_draw_commands_count
115,145,833001,24.72939,7.2005253,10,2,2,2,0.49162132,0.5,1062,1080,1085,1105,1,0,1,0,2
145,175,0,56.820408,23.137596,1,2,1,1,0.43333334,0.5,1997,1998,1998,1998,0,0,0,0,0
175,205,0,22.465794,18.654,0,1,0,0,0.2,0.0,2024,2024,2024,2024,0,0,0,0,0
205,235,0,91.907745,12.830177,0,0,0,0,0.0,0.0,3962,3962,3962,3962,0,0,0,0,0
235,265,0,107.89292,76.021,9,1,9,0,0.47886363,0.4,1583,1606,1608,1612,7,0,8,8,1
265,295,0,52.58164,45.832336,88,1,84,1,0.6579511,0.95642203,1078,1081,1081,1082,71,0,83,83,0
295,325,0,42.79371,40.98024,1,1,1,1,0.6,1.0,2022,2042,2042,2042,0,0,0,0,0
325,355,0,100.04603,30.867838,7,1,4,0,0.3314286,0.0,2087,2097,2100,2101,1,0,4,3,1
355,385,0,23.43505,22.457193,1,1,0,0,0.16666667,0.0,1990,1991,1991,1991,0,0,0,0,0
385,415,0,78.155785,47.095413,2,1,0,0,0.3857143,0.0952381,2017,2024,2025,2031,0,0,0,0,0
415,445,0,17.970505,8.676137,10,0,6,0,0.132,0.0,2978,2983,2983,2993,2,0,6,6,0
445,475,0,25.974894,17.050695,4,1,0,0,0.22105262,0.0,1988,1995,2004,2004,0,0,0,0,0
475,505,0,104.88013,17.474207,0,0,0,0,0.2,0.0,3033,3033,3033,3033,0,0,0,0,0
505,535,0,20.546837,8.938507,3,0,1,0,0.23928571,0.0,2484,2486,2488,2493,0,0,1,1,0
535,565,0,23.992462,24.119888,4,2,0,0,0.23157895,0.0,1076,1087,1087,1087,0,0,0,0,0
565,595,0,33.91724,22.757069,10,1,8,0,0.36078432,0.0,2039,2044,2044,2050,4,0,8,8,0
595,625,0,35.37213,29.480522,14,1,8,1,0.5098592,0.5492958,2030,2034,2034,2043,5,0,8,7,0
625,655,0,51.421043,37.834625,0,0,0,0,0.4,0.0,2502,2502,2502,2502,0,0,0,0,0
655,685,0,23.197216,23.197216,0,0,0,0,0.0,0.0,3962,3962,3962,3962,0,0,0,0,0
685,715,0,96.062996,18.585005,0,0,0,0,0.4,0.0,3035,3035,3035,3035,0,0,0,0,0
715,745,0,99.18967,43.940475,2,0,0,0,0.21818182,0.0,2996,2997,2997,3020,0,0,0,0,0
745,775,0,23.545929,28.113455,5,1,1,1,0.4521739,0.26086956,1995,1999,2023,2023,0,0,0,0,1
775,805,0,52.88954,40.254467,5,1,3,0,0.47906977,0.39534885,2029,2030,2032,2061,2,0,3,3,0
805,835,0,19.203228,18.904545,0,0,0,0,0.2,0.0,2977,2977,2977,2977,0,0,0,0,0
835,865,0,12.820164,12.820164,0,0,0,0,0.0,0.0,3962,3962,3962,3962,0,0,0,0,0
865,895,0,14.702215,14.702215,2,0,0,0,0.012,0.0,4455,4470,4470,4485,0,0,0,0,0
895,925,0,160.04391,154.35605,9,0,2,0,0.23829786,0.0,2975,2985,3004,3024,1,0,1,0,0
925,955,0,122.35798,126.973366,2,0,1,0,0.32608694,0.0,2504,2511,2512,2518,0,0,1,0,0
955,985,0,24.552483,8.345306,0,0,0,0,0.2,0.0,2979,2979,2979,2979,0,0,0,0,0
985,1015,0,24.698471,24.698471,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
1015,1045,0,66.13472,21.414776,0,0,0,0,0.2,0.0,2994,2994,2994,2994,0,0,0,0,0
1045,1075,0,25.444376,23.685535,15,1,8,0,0.30958906,0.0,1040,1044,1051,1058,3,0,7,7,0
1075,1105,0,42.005524,21.581594,0,0,0,0,0.4,0.0,3064,3064,3064,3064,0,0,0,0,0
1105,1135,0,45.467075,8.656792,9,0,2,0,0.24186046,0.0,3011,3047,3055,3065,1,0,2,1,0
1135,1165,0,27.08094,8.442735,4,1,1,1,0.44,0.2,1990,1993,2028,2028,0,0,0,0,1
1165,1195,0,56.164406,15.514837,3,1,0,0,0.23552632,0.0,531,541,544,544,0,0,0,0,0
1195,1225,0,26.759487,11.546629,8,0,6,0,0.35999998,0.0,3016,3022,3029,3080,2,0,6,5,0
1225,1255,0,65.56647,47.652073,43,0,43,0,0.2,0.0,2982,2985,2987,2995,42,0,43,43,0
1255,1285,0,37.695393,29.294876,127,0,102,0,0.2598116,0.0,2978,2985,2987,3001,13,0,32,7,85
1285,1315,0,34.921284,34.921284,2,0,1,0,0.47894734,0.39473686,2494,2505,2510,2510,0,0,1,0,1
1315,1345,0,64.29383,45.93659,0,1,0,1,0.6,1.0,1999,1999,1999,1999,0,0,0,0,0
1345,1375,0,34.10264,29.937931,0,0,0,0,0.4,0.0,2980,2980,2980,2980,0,0,0,0,0
1375,1405,0,34.542404,13.00277,11,0,3,0,0.42429906,0.12149533,2553,2557,2560,2571,1,0,2,1,1
1405,1435,0,49.370884,49.370884,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
1435,1465,0,67.97049,58.835945,21,0,18,0,0.37692308,0.0,3073,3090,3090,3100,14,0,17,15,7
1465,1495,0,86.46367,71.91681,0,0,0,0,0.375,0.0,3114,3114,3114,3114,0,0,0,0,0
1495,1525,0,47.72159,39.65354,19,0,9,0,0.07195767,0.0,3540,3548,3551,3559,4,0,7,5,4
1525,1555,0,32.412224,17.013462,54,0,24,0,0.09111111,0.0,3963,3965,3969,3973,2,0,6,3,17
1555,1585,0,21.379686,18.590332,0,0,0,0,0.2,0.0,3965,3965,3965,3965,0,0,0,0,0
1585,1615,0,52.934822,20.130524,1,0,1,0,0.16666666,0.0,2979,3002,3002,3002,0,0,0,0,0
1615,1645,0,267.9101,267.9101,9,0,6,0,0.33987013,0.0,2486,2506,2517,2522,2,0,3,2,4
1645,1675,0,44.673584,25.344627,0,0,0,0,0.0,0.0,3962,3962,3962,3962,0,0,0,0,0
1675,1705,0,51.918636,54.75896,5,0,1,0,0.05833333,0.0,2975,2979,2988,2989,0,0,1,1,0
1705,1735,0,18.480032,11.16929,5,0,1,0,0.15876438,0.0,2499,2507,2511,2520,0,0,1,1,0
1735,1765,0,29.791332,11.527355,2,1,1,0,0.34285715,0.0,1996,2007,2007,2007,0,0,0,0,1
1765,1795,0,44.221138,33.88936,0,0,0,0,0.1,0.0,3487,3487,3487,3487,0,0,0,0,0
1795,1825,0,96.31283,30.785904,0,1,0,0,0.4,0.0,1992,1992,1992,1992,0,0,0,0,0
1825,1855,0,69.44363,19.592955,1,0,0,0,0.26666668,0.0,3022,3028,3028,3028,0,0,0,0,0
1855,1885,0,99.80584,84.94662,6,1,1,1,0.4416667,0.20833333,42,57,90,280,1,0,1,0,1
1885,1915,0,319.72687,25.660072,0,1,0,0,0.4,0.0,2045,2045,2045,2045,0,0,0,0,0
1915,1945,0,18.913631,18.913631,3,0,1,0,0.16,0.0,3964,3969,3971,3976,0,0,1,1,0
1945,1975,0,56.121185,25.383095,2,1,1,1,0.54285717,0.71428573,1181,1194,1194,1194,0,0,1,0,1
1975,2005,0,40.986946,26.647251,1,1,0,0,0.25,0.0,2143,2147,2147,2147,0,0,0,0,0
2005,2035,0,18.243078,11.589694,5,0,4,0,0.403125,0.25,2547,2552,2557,2562,0,0,3,2,1
2035,2065,0,41.886875,32.268887,8,0,4,0,0.111627914,0.0,2981,2984,2984,2990,4,0,4,4,0
2065,2095,0,55.824142,10.796344,5,1,1,1,0.7633334,1.0,101,140,160,160,0,0,0,0,1
2095,2125,0,30.982101,19.030737,4,1,2,0,0.4209091,0.20454545,2017,2037,2039,2046,0,0,2,1,2
2125,2155,0,78.47854,42.45027,0,0,0,0,0.0,0.0,3962,3962,3962,3962,0,0,0,0,0
2155,2185,0,27.155508,27.155508,4,1,1,1,0.43809524,0.1904762,1994,2007,2016,2022,0,0,1,0,1
2185,2215,0,38.128902,26.412703,10,0,6,0,0.324,0.0,2984,2989,3002,3006,4,0,6,6,1
2215,2245,0,109.88965,26.821295,0,0,0,0,0.15,0.0,3987,3987,3987,3987,0,0,0,0,0
2245,2275,0,0.0,0.0,11,2,5,1,0.55723274,0.4528302,1051,1064,1067,1080,1,0,5,3,2
2275,2305,0,40.529022,16.339367,4,1,1,0,0.24545455,0.0,2044,2056,2059,2072,0,0,1,0,0
2305,2335,0,14.254391,11.723073,1,1,0,1,0.5,0.5,1993,1993,1993,1993,0,0,0,0,0
2335,2365,0,32.040436,17.311071,3,0,1,0,0.24666667,0.0,2977,2985,2985,3000,0,0,0,0,1
2365,2395,0,17.370749,17.370749,0,0,0,0,0.2,0.0,3012,3012,3012,3012,0,0,0,0,0
2395,2425,0,128.87958,128.87958,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2425,2455,0,34.96399,34.96399,0,0,0,0,0.4,0.0,2983,2983,2983,2983,0,0,0,0,0
2455,2485,0,21.96839,21.96839,0,0,0,0,0.3,0.0,3471,3471,3471,3471,0,0,0,0,0
2485,2515,0,52.32937,20.12897,1,1,1,1,0.53333336,0.6666667,52,52,52,52,0,0,0,0,0
2515,2545,0,15.81913,15.7735,1,1,0,0,0.3,0.0,1990,1990,1990,1990,0,0,0,0,0
2545,2575,0,18.856028,20.370636,0,0,0,0,0.26666668,0.0,2483,2484,2484,2484,0,0,0,0,0
2575,2605,0,12.244409,11.519696,0,0,0,0,0.1,0.0,2978,2978,2978,2978,0,0,0,0,0
2605,2635,0,17.33271,14.905566,0,1,0,0,0.4,0.0,1003,1003,1003,1003,0,0,0,0,0
2635,2665,0,21.294199,22.596807,0,0,0,0,0.4,0.0,2978,2978,2978,2978,0,0,0,0,0
2665,2695,0,18.684738,11.92212,11,0,2,0,0.19038461,0.0,2486,2494,2498,2501,0,0,1,1,0
2695,2725,0,47.335632,28.493464,17,1,3,1,0.43095237,0.15476191,1004,1006,1007,1020,0,0,0,0,2
2725,2755,0,14.893015,11.910003,37,1,3,0,0.119459465,0.0,1989,1990,1991,2007,1,0,2,1,2
2755,2785,0,16.008018,11.463383,1,2,1,0,0.4,0.0,1009,1013,1013,1013,0,0,0,0,0
2785,2815,0,24.51722,24.952698,0,0,0,0,0.2,0.0,3475,3475,3475,3475,0,0,0,0,0
2815,2845,0,18.173298,18.173298,4,1,1,0,0.25263157,0.0,1988,2006,2009,2009,0,0,0,0,1
2845,2875,0,23.243496,12.180036,0,1,0,1,0.6,1.0,1009,1009,1009,1009,0,0,0,0,0
2875,2905,0,20.663404,22.903862,0,0,0,0,0.175,0.0,2976,2983,2983,2983,0,0,0,0,0
2905,2935,0,19.008438,17.91669,0,0,0,0,0.2,0.0,2977,2977,2977,2977,0,0,0,0,0
2935,2965,0,22.753742,12.522406,19,2,6,1,0.25957447,0.29787233,1004,1009,1017,1062,1,0,3,1,3
2965,2995,0,71.9966,32.432747,1,2,1,2,0.6,1.0,2066,2066,2066,2066,0,0,0,0,1
2995,3025,0,38.269108,29.790848,1,0,1,0,0.3,0.0,3473,3477,3480,3480,0,0,1,1,0
3025,3055,0,32.37646,32.37646,0,0,0,0,0.4,0.0,3027,3027,3027,3027,0,0,0,0,0
3055,3085,0,138.2682,39.71896,0,0,0,0,0.4,0.0,3035,3035,3035,3035,0,0,0,0,0
3085,3115,0,142.28488,106.463165,2,1,2,1,0.6,1.0,2024,2074,2074,2074,1,0,1,0,1
3115,3145,0,39.83911,39.83911,0,0,0,0,0.2,0.0,3966,3966,3966,3966,0,0,0,0,0
3145,3175,0,29.405178,29.405178,0,0,0,0,0.2,0.0,3966,3966,3966,3966,0,0,0,0,0
3175,3205,0,131.35112,45.39317,9,1,7,1,0.5466667,0.73333335,2054,2066,2088,2098,2,0,5,2,3
3205,3235,0,39.790028,23.260656,8,0,4,0,0.3,0.0,2983,2987,2993,3022,0,0,2,0,2
3235,3265,0,35.057705,35.61935,43,0,36,0,0.37023255,0.0,2986,2993,2996,3008,19,0,25,19,18
3265,3295,0,45.322647,42.40326,19,1,14,1,0.7416667,1.0,1059,1069,1084,1094,3,0,6,1,11
3295,3325,0,31.638376,17.937546,88,2,35,0,0.18045977,0.0,1047,1049,1050,1056,1,0,8,2,25
3325,3355,0,39.829426,39.829426,0,0,0,0,0.3,0.0,2981,2981,2981,2981,0,0,0,0,0
3355,3385,0,24.330208,26.20002,1,1,1,1,0.7,1.0,1013,1014,1014,1014,0,0,0,0,1
3385,3415,0,57.10434,25.63755,1,1,1,1,0.6,1.0,2031,2106,2106,2106,0,0,1,0,0
3415,3445,0,128.3737,50.408268,0,0,0,0,0.4,0.0,3004,3004,3004,3004,0,0,0,0,0
3445,3475,0,163.12985,163.12985,0,0,0,0,0.4,0.0,2985,2985,2985,2985,0,0,0,0,0
3475,3505,0,33.175114,29.499435,0,0,0,0,0.2,0.0,3964,3964,3964,3964,0,0,0,0,0
3505,3535,0,37.394398,20.007204,9,0,5,0,0.35975608,0.25,2486,2496,2498,2512,1,0,2,0,3
3535,3565,0,72.339645,25.915796,0,1,0,1,0.6,1.0,2043,2043,2043,2043,0,0,0,0,0
3565,3595,0,22.311956,15.63295,24,0,11,0,0.29180327,0.0,2983,2985,2987,3010,0,0,3,1,9
3595,3625,0,149.24112,149.24112,0,0,0,0,0.3,0.0,3496,3496,3496,3496,0,0,0,0,0
3625,3655,0,129.70515,129.70515,0,0,0,0,0.2,0.0,4000,4000,4000,4000,0,0,0,0,0
3655,3685,0,36.285862,19.480104,9,1,4,1,0.54615384,0.7307692,2001,2008,2012,2025,1,0,3,1,2
3685,3715,0,37.09008,40.913414,26,1,3,1,0.42015505,0.1007752,1995,1996,1999,2011,0,0,1,0,2
3715,3745,0,20.36353,12.810776,1,1,0,1,0.5,0.5,2087,2087,2087,2087,0,0,0,0,0
3745,3775,0,36.333755,16.481874,6,1,3,1,0.60137933,0.5833334,1029,1048,1050,1057,1,0,2,1,2
3775,3805,0,52.437836,23.974846,0,0,0,0,0.4,0.0,3077,3077,3077,3077,0,0,0,0,0
3805,3835,0,85.149506,19.532648,0,0,0,0,0.33333334,0.0,2980,3015,3015,3015,0,0,0,0,0
3835,3865,0,30.672155,29.237192,0,1,0,1,0.5,0.5,2002,2002,2002,2002,0,0,0,0,0
