time_sec,pid,package,process_group,pss,paused_time,total_time
301,1,/init,native,1809,0,0
301,395,ueventd,native,802,0,0
301,430,mqsasd,native,2625,0,0
301,431,logd,native,2944,0,0
301,440,debuggerd,native,268,0,0
301,441,debuggerd64,native,314,0,0
301,442,vold,native,1288,0,0
301,444,debuggerd64:signaller,native,294,0,0
301,445,debuggerd:signaller,native,235,0,0
301,452,perfd,native,615,0,0
301,518,healthd,native,500,0,0
301,521,rmt_storage,native,540,0,0
301,522,tftp_server,native,519,0,0
301,526,esepmdaemon,native,577,0,0
301,528,qseecomd,native,527,0,0
301,529,pm-service,native,787,0,0
301,531,lmkd,native,738,0,0
301,532,servicemanager,native,642,0,0
301,533,surfaceflinger,native,31922,0,0
301,535,gx_fpd,native,730,0,0
301,538,mm-pp-dpps,native,5030,0,0
301,539,pm-proxy,native,608,0,0
301,572,qseecomd,native,720,0,0
301,576,sensors.qcom,native,820,0,0
301,628,fingerprintd,native,4909,0,0
301,686,cnd,native,5750,0,0
301,688,cnss_diag,native,960,0,0
301,689,time_daemon,native,870,0,0
301,690,thermal-engine,native,1826,0,0
301,691,wcnss_service,native,820,0,0
301,693,adsprpcd,native,858,0,0
301,694,hvdcp_opti,native,465,0,0
301,695,zygote64,native,9437,0,0
301,696,zygote,native,10544,0,0
301,698,shelld,native,4824,0,0
301,699,otad,native,1031,0,0
301,701,fdpp,native,577,0,0
301,704,audioserver,native,12237,0,0
301,705,cameraserver,native,4514,0,0
301,706,drmserver,native,1543,0,0
301,707,installd,native,795,0,0
301,709,keystore,native,1208,0,0
301,710,media.codec,native,2083,0,0
301,711,mediadrmserver,native,1394,0,0
301,712,media.extractor,native,2515,0,0
301,713,mediaserver,native,2711,0,0
301,714,netd,native,1627,0,0
301,717,rild,native,5204,0,0
301,735,dpmd,native,481,0,0
301,736,cnss-daemon,native,913,0,0
301,739,loc_launcher,native,605,0,0
301,761,ATFWD-daemon,native,768,0,0
301,775,qseeproxydaemon,native,4827,0,0
301,777,mm-qcamera-daemon,native,24111,0,0
301,779,audiod,native,2205,0,0
301,784,mdtpd,native,1100,0,0
301,789,mtd,native,4866,0,0
301,792,vsimd,native,2601,0,0
301,793,mlipayd,native,4820,0,0
301,794,gatekeeperd,native,787,0,0
301,826,dpmd,native,485,0,0
301,842,imsqmidaemon,native,618,0,0
301,843,msm_irqbalance,native,527,0,0
301,854,ipacm-diag,native,491,0,0
301,858,imsdatadaemon,native,912,0,0
301,863,ipacm,native,773,0,0
301,881,rild,native,4913,0,0
301,892,qti,native,887,0,0
301,901,netmgrd,native,1803,0,0
301,1295,lowi-server,native,1089,0,0
301,1296,slim_daemon,native,1842,0,0
301,1655,adbd,native,802,0,0
301,1688,wpa_supplicant,native,1729,0,0
301,2413,mcd,native,1403,0,0
301,3350,iptables-restore,native,561,0,0
301,3361,ip6tables-restore,native,610,0,0
301,7037,mdnsd,native,412,0,0
301,11002,dumpsys,native,568,0,0
301,2640,com.qualcomm.qti.services.secureui:sui_service,pers,4761,0,0
301,2617,com.quicinc.wbcserviceapp,pers,4490,0,0
301,2601,com.mi.AutoTest,pers,4481,0,0
301,2588,com.xiaomi.finddevice,pers,9304,0,0
301,2579,com.fingerprints.serviceext,pers,4551,0,0
301,2559,com.xiaomi.xmsf,pers,12818,0,0
301,2544,com.miui.daemon,pers,28723,0,0
301,1992,com.android.phone,pers,21358,0,0
301,1979,.dataservices,pers,8032,0,0
301,1723,com.android.systemui,pers,74908,0,0
301,1503,system,pers,174571,3.4965,302.531
301,10279,com.spotlightsix.zentimerlite2,fore,287453,6.1655,417.816
301,2486,com.miui.securitycenter.remote,fore,43429,0,0
301,3059,com.google.android.gms,vis,61102,0,0
301,8601,com.android.vending,vis,44342,0,0
301,1944,com.google.android.gms.persistent,vis,60753,0,0
301,10183,com.ebay.motorsapp,vis,91544,0,0
301,7478,com.touchtype.swiftkey,vis,55622,0,0
301,5903,com.google.android.gms.unstable,vis,22389,0,0
301,8233,com.miui.msa.global,vis,25174,0,0
301,4578,com.xiaomi.joyose,vis,8532,0,0
301,2171,com.qualcomm.qcrilmsgtunnel,vis,6998,0,0
301,2741,com.android.smspush,vis,4487,0,0
301,2534,com.google.android.googlequicksearchbox:interactor,vis,23149,0,0
301,2398,com.google.android.ext.services,vis,5254,0,0
301,3242,com.lbe.security.miui,percept,10856,0,0
301,2831,com.xiaomi.location.fused,percept,6355,0,0
301,5691,com.android.chrome,backup,49803,0,0
301,2471,com.android.deskclock,backup,7595,0,0
301,2691,android.process.media,servicea,13779,0,0
301,3104,com.miui.analytics,servicea,7721,0,0
301,1913,com.android.settings:remote,servicea,8535,0,0
301,3209,com.google.android.googlequicksearchbox:search,servicea,41620,0,0
301,2023,com.miui.home,home,45861,0,0
301,9954,com.reflectlyApp,prev,105248,0,0
301,10064,com.hamilton.app,prev,151090,7.4614,142.0842
301,2657,com.google.process.gapps,prev,6621,0,0
301,4754,com.facebook.services,serviceb,8377,0,0
301,7613,com.kakao.talk,serviceb,41538,0,0
301,7174,org.simalliance.openmobileapi.service:remote,serviceb,4164,0,0
301,3614,com.miui.powerkeeper,serviceb,14246,0,0
301,6994,com.xiaomi.mi_connect_service,serviceb,4850,0,0
301,6906,com.qualcomm.qti.StatsPollManager,serviceb,3741,0,0
301,6537,com.miui.notification:remote,serviceb,7451,0,0
301,10463,com.mgmresorts.mgmresorts,cached,218743,5.02,95.755
301,1705,com.google.android.inputmethod.latin,cached,24828,0,0
301,9469,com.android.chrome:privileged_process0,cached,15842,0,0
301,9451,com.android.chrome:sandboxed_process0,cached,15130,0,0
301,7851,android.process.acore,cached,10486,0,0
301,7975,com.miui.android.fashiongallery,cached,14902,0,0
301,7321,com.facebook.orca,cached,63516,0,0
301,2494,com.mi.android.globalminusscreen,cached,44331,0,0
301,8885,com.android.vending:download_service,cached,11893,0,0
301,8084,com.google.android.youtube,cached,32322,0,0
301,7123,com.google.android.apps.photos,cached,21677,0,0
301,7295,com.milink.service,cached,5185,0,0
301,7580,com.android.mms,cached,33090,0,0
301,7151,com.google.android.gm,cached,17816,0,0
301,7378,com.miui.cloudservice,cached,9767,0,0
301,7808,com.android.settings,cached,11651,0,0
301,7781,com.android.providers.calendar,cached,5660,0,0
331,1,/init,native,1761,0,0
331,395,ueventd,native,802,0,0
331,430,mqsasd,native,2625,0,0
331,431,logd,native,3007,0,0
331,440,debuggerd,native,266,0,0
331,441,debuggerd64,native,314,0,0
331,442,vold,native,1288,0,0
331,444,debuggerd64:signaller,native,294,0,0
331,445,debuggerd:signaller,native,235,0,0
331,452,perfd,native,615,0,0
331,518,healthd,native,500,0,0
331,521,rmt_storage,native,540,0,0
331,522,tftp_server,native,519,0,0
331,526,esepmdaemon,native,577,0,0
331,528,qseecomd,native,527,0,0
331,529,pm-service,native,787,0,0
331,531,lmkd,native,738,0,0
331,532,servicemanager,native,642,0,0
331,533,surfaceflinger,native,31874,0,0
331,535,gx_fpd,native,730,0,0
331,538,mm-pp-dpps,native,5030,0,0
331,539,pm-proxy,native,608,0,0
331,572,qseecomd,native,720,0,0
331,576,sensors.qcom,native,820,0,0
331,628,fingerprintd,native,4909,0,0
331,686,cnd,native,5750,0,0
331,688,cnss_diag,native,960,0,0
331,689,time_daemon,native,870,0,0
331,690,thermal-engine,native,1818,0,0
331,691,wcnss_service,native,820,0,0
331,693,adsprpcd,native,858,0,0
331,694,hvdcp_opti,native,465,0,0
331,695,zygote64,native,9390,0,0
331,696,zygote,native,10270,0,0
331,698,shelld,native,4824,0,0
331,699,otad,native,1031,0,0
331,701,fdpp,native,577,0,0
331,704,audioserver,native,12221,0,0
331,705,cameraserver,native,4475,0,0
331,706,drmserver,native,1536,0,0
331,707,installd,native,795,0,0
331,709,keystore,native,1207,0,0
331,710,media.codec,native,2075,0,0
331,711,mediadrmserver,native,1386,0,0
331,712,media.extractor,native,2505,0,0
331,713,mediaserver,native,2709,0,0
331,714,netd,native,1675,0,0
331,717,rild,native,5204,0,0
331,735,dpmd,native,481,0,0
331,736,cnss-daemon,native,913,0,0
331,739,loc_launcher,native,605,0,0
331,761,ATFWD-daemon,native,768,0,0
331,775,qseeproxydaemon,native,4827,0,0
331,777,mm-qcamera-daemon,native,24070,0,0
331,779,audiod,native,2205,0,0
331,784,mdtpd,native,1100,0,0
331,789,mtd,native,4866,0,0
331,792,vsimd,native,2580,0,0
331,793,mlipayd,native,4820,0,0
331,794,gatekeeperd,native,787,0,0
331,826,dpmd,native,485,0,0
331,842,imsqmidaemon,native,618,0,0
331,843,msm_irqbalance,native,527,0,0
331,854,ipacm-diag,native,491,0,0
331,858,imsdatadaemon,native,912,0,0
331,863,ipacm,native,773,0,0
331,881,rild,native,4913,0,0
331,892,qti,native,887,0,0
331,901,netmgrd,native,1803,0,0
331,1295,lowi-server,native,1089,0,0
331,1296,slim_daemon,native,1841,0,0
331,1655,adbd,native,862,0,0
331,1688,wpa_supplicant,native,1729,0,0
331,2413,mcd,native,1403,0,0
331,3350,iptables-restore,native,561,0,0
331,3361,ip6tables-restore,native,710,0,0
331,7037,mdnsd,native,420,0,0
331,11215,dumpsys,native,568,0,0
331,2640,com.qualcomm.qti.services.secureui:sui_service,pers,4761,0,0
331,2617,com.quicinc.wbcserviceapp,pers,4490,0,0
331,2601,com.mi.AutoTest,pers,4481,0,0
331,2588,com.xiaomi.finddevice,pers,9293,0,0
331,2579,com.fingerprints.serviceext,pers,4551,0,0
331,2559,com.xiaomi.xmsf,pers,12834,0,0
331,2544,com.miui.daemon,pers,28539,0,0
331,1992,com.android.phone,pers,16730,1.213,172.647
331,1979,.dataservices,pers,8026,0,0
331,1723,com.android.systemui,pers,70872,1.702,136.843
331,1503,system,pers,172718,3.718,256.799
331,10064,com.hamilton.app,fore,228456,0,0
331,2486,com.miui.securitycenter.remote,fore,40561,0,0
331,3059,com.google.android.gms,vis,73995,5.4938,136.12741
331,7295,com.milink.service,vis,5384,0,0
331,1944,com.google.android.gms.persistent,vis,61456,0,0
331,8601,com.android.vending,vis,38388,0,0
331,10183,com.ebay.motorsapp,vis,88336,0,0
331,7478,com.touchtype.swiftkey,vis,55587,0,0
331,5903,com.google.android.gms.unstable,vis,22322,0,0
331,8233,com.miui.msa.global,vis,24922,0,0
331,4578,com.xiaomi.joyose,vis,8524,0,0
331,2171,com.qualcomm.qcrilmsgtunnel,vis,6997,0,0
331,2741,com.android.smspush,vis,4487,0,0
331,2534,com.google.android.googlequicksearchbox:interactor,vis,23259,0,0
331,2398,com.google.android.ext.services,vis,5254,0,0
331,3242,com.lbe.security.miui,percept,10569,0,0
331,2831,com.xiaomi.location.fused,percept,6149,0,0
331,5691,com.android.chrome,backup,46102,0,0
331,2471,com.android.deskclock,backup,7594,0,0
331,3209,com.google.android.googlequicksearchbox:search,servicea,48267,0,0
331,2691,android.process.media,servicea,13720,0,0
