time_start_sec,time_end_sec,launch_time,draw_time_avg,draw_time_median,total_frames,total_frames_median,janky_frames,janky_frames_median,janky_ratio,janky_ratio_median,percentile_50_ms,percentile_90_ms,percentile_95_ms,percentile_99_ms,missed_vsync_count,high_input_latency_count,slow_ui_thread_count,slow_bitmap_uploads_count,slow_issue_draw_commands_count
252,282,0,0.0,0.0,32,32,13,13,0.6885246,0.6885246,130,288,291,500,4,0,4,0,10
282,312,524001,33.971844,8.807977,0,1,0,0,0.33333334,0.0,1678,1678,1678,1678,0,0,0,0,0
312,342,0,0.0,0.0,77,0,71,0,0.38346252,0.0,2986,2989,2990,3001,64,0,71,70,2
342,372,0,53.77496,52.13999,21,2,15,1,0.7060606,1.0,59,68,79,130,14,0,14,14,3
372,402,0,81.14906,19.907248,0,0,0,0,0.25,0.0,2995,2995,2995,2995,0,0,0,0,0
402,432,0,101.63876,14.871635,0,1,0,0,0.2,0.0,2033,2033,2033,2033,0,0,0,0,0
432,462,0,25.09203,14.264262,9,1,3,0,0.19069767,0.0,2007,2009,2010,2031,1,0,2,1,1
462,492,0,22.893301,12.059913,22,0,2,0,0.020183485,0.0,2974,2975,2979,2989,0,0,1,0,1
492,522,0,22.056347,11.470483,21,1,7,1,0.46728975,0.3364486,2002,2012,2019,2050,2,0,4,1,5
522,552,0,64.76746,21.888628,4,2,3,1,0.64,0.7,1051,1167,1167,1167,1,0,2,0,1
552,582,0,135.57521,38.918427,27,1,8,0,0.13211507,0.015151516,2497,2505,2529,2631,2,0,4,0,5
582,612,0,46.627983,13.975073,1,1,0,0,0.33333334,0.0,1661,1661,1661,1661,0,0,0,0,0
612,642,556001,93.46029,93.46029,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
642,672,0,30.231655,19.152843,36,2,20,2,0.5900097,0.82608694,1709,1722,1727,1744,3,0,9,1,15
672,702,0,53.0256,31.951368,0,0,0,0,0.2,0.0,3963,3963,3963,3963,0,0,0,0,0
702,732,0,34.751095,13.487042,22,1,13,1,0.4705882,0.3529412,2005,2022,2043,2063,9,0,10,8,4
732,762,0,61.522625,51.959473,56,0,56,0,0.4,0.0,2987,2990,2993,3017,42,0,55,55,4
762,792,0,33.628666,30.741495,41,1,32,1,0.7173077,1.0,519,523,526,552,16,0,31,30,2
792,822,0,48.33123,48.00776,26,1,22,0,0.25028712,0.0,1995,2020,2027,2038,20,0,21,21,3
822,852,0,61.523888,54.189667,1,0,1,0,0.47857141,0.39285713,2508,2516,2517,2517,0,0,1,0,1
852,882,0,22.402752,23.128036,0,0,0,0,0.4,0.0,3063,3063,3063,3063,0,0,0,0,0
882,912,0,120.599686,42.06012,1,2,1,1,0.43333334,0.5,2000,2000,2000,2000,0,0,0,0,1
912,942,0,26.375658,26.317766,0,0,0,0,0.45,0.25,2509,2509,2509,2509,0,0,0,0,0
942,972,0,55.462727,32.916744,0,0,0,0,0.4,0.0,3024,3024,3024,3024,0,0,0,0,0
972,1002,0,127.96725,63.586163,0,1,0,1,0.8,1.0,1065,1065,1065,1065,0,0,0,0,0
1002,1032,0,63.742916,55.072655,28,1,27,1,0.61871415,0.84357077,1543,1551,1556,1570,22,0,25,23,4
1032,1062,0,54.498753,35.59676,18,0,11,0,0.12688172,0.0,3967,3974,3981,4050,8,0,10,8,3
1062,1092,0,43.785324,25.784733,8,3,4,3,0.68333334,1.0,1058,1092,1093,1097,1,0,2,0,3
1092,1122,0,105.618286,47.58783,0,1,0,1,0.5625,0.75,1930,1930,1930,1930,0,0,0,0,0
1122,1152,0,30.285748,25.893969,63,0,37,0,0.307832,0.0,2841,2848,2853,2878,6,0,12,4,26
1152,1182,0,22.377327,17.391317,35,1,13,1,0.67209303,1.0,1061,1063,1071,1078,2,0,4,1,8
1182,1212,0,59.62912,29.8021,0,1,0,1,0.6,1.0,2033,2033,2033,2033,0,0,0,0,0
1212,1242,0,139.95724,139.95724,34,0,17,0,0.37680328,0.125,2516,2522,2541,2573,4,0,9,1,11
1242,1272,0,50.96286,28.97867,5,2,3,2,0.5641026,0.6923077,1723,1747,1766,1766,1,0,1,0,3
1272,1302,0,186.85786,144.357,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
1302,1332,0,39.353054,12.119349,5,1,1,1,0.44,0.2,1996,2034,2074,2074,1,0,1,0,1
1332,1362,0,80.072205,42.280865,0,0,0,0,0.4,0.0,3017,3017,3017,3017,0,0,0,0,0
1362,1392,0,114.76437,50.00421,3,0,0,0,0.3625,0.0625,2488,2494,2507,2512,0,0,0,0,0
1392,1422,0,20.591496,22.193953,6,0,1,0,0.22666666,0.0,2976,2982,2995,3025,0,0,0,0,0
1422,1452,0,199.87361,271.93332,1,1,0,0,0.5,0.5,1330,1330,1330,1330,0,0,0,0,0
1452,1482,692001,47.69305,25.451288,5,1,5,1,0.5,0.5,854,900,908,925,4,0,4,3,1
1482,1512,0,94.61826,71.09454,5,2,5,2,0.712963,1.0,1168,1183,1189,1189,4,0,4,3,2
1512,1542,0,106.6795,39.198364,5,2,4,2,0.96000004,1.0,97,136,136,136,2,0,2,0,3
1542,1572,0,52.450165,23.994976,11,0,6,0,0.30545455,0.0,3023,3028,3037,3050,0,0,3,2,3
1572,1602,0,70.16372,26.791542,9,2,6,2,0.5285714,0.64285713,2013,2065,2085,2095,2,0,3,1,4
1602,1632,0,25.91303,15.144861,17,2,8,1,0.65809095,1.0,1168,1178,1179,1188,3,0,5,2,4
1632,1662,0,41.267963,24.78574,45,1,30,1,0.34034792,0.32407406,2485,2499,2514,2554,9,0,15,8,23
1662,1692,0,39.24714,24.577852,0,0,0,0,0.2,0.0,3966,3966,3966,3966,0,0,0,0,0
1692,1722,0,68.68164,24.38094,1,1,1,1,0.53333336,0.6666667,2029,2032,2032,2032,0,0,0,0,0
1722,1752,0,38.690147,38.690147,0,0,0,0,0.25,0.0,3476,3476,3476,3476,0,0,0,0,0
1752,1782,0,32.259453,29.155794,43,0,34,0,0.35906976,0.0,2980,2988,3002,3015,16,0,23,15,17
1782,1812,0,46.571774,41.658432,8,1,4,1,0.480117,0.4005848,2016,2031,2035,2059,0,0,1,0,3
1812,1842,0,41.932236,7.930142,13,2,6,1,0.5505377,0.41935483,1055,1059,1060,1078,0,0,2,0,4
1842,1872,0,41.083866,19.097015,3,0,3,0,0.3857143,0.0,3031,3050,3070,3070,1,0,1,0,1
1872,1902,0,28.674404,21.322453,24,0,14,0,0.31210637,0.0,3001,3006,3011,3022,2,0,5,2,10
1902,1932,0,32.990067,20.621935,0,1,0,1,0.6,1.0,2003,2003,2003,2003,0,0,0,0,0
1932,1962,0,31.423904,29.75454,0,1,0,1,0.6,1.0,2003,2003,2003,2003,0,0,0,0,0
1962,1992,0,103.06438,68.65053,5,0,4,0,0.34777778,0.0,2985,3000,3005,3050,1,0,3,0,4
1992,2022,0,15.630507,15.630507,28,1,19,1,0.7362319,1.0,1055,1059,1063,1081,1,0,10,1,14
2022,2052,0,29.17618,22.954506,24,1,15,1,0.62436974,0.62184876,1013,1015,1018,1034,1,0,4,0,11
2052,2082,0,30.414522,20.937037,66,1,27,1,0.39783534,0.41385135,2213,2216,2218,2224,3,0,9,2,23
2082,2112,0,21.865034,24.732454,27,2,19,2,0.646875,0.734375,1159,1165,1168,1187,2,0,8,0,14
