time_start_sec,time_end_sec,launch_time,draw_time_avg,draw_time_median,total_frames,total_frames_median,janky_frames,janky_frames_median,janky_ratio,janky_ratio_median,percentile_50_ms,percentile_90_ms,percentile_95_ms,percentile_99_ms,missed_vsync_count,high_input_latency_count,slow_ui_thread_count,slow_bitmap_uploads_count,slow_issue_draw_commands_count
80,110,494002,39.16869,8.222907,6,0,1,0,0.13833334,0.0,3531,3537,3547,3555,1,0,0,0,0
110,140,0,15.882146,8.107726,6,0,0,0,0.2121212,0.0,2982,2983,2984,3010,0,0,0,0,0
140,170,0,20.498453,8.173786,7,1,1,1,0.6,1.0,1081,1081,1082,1082,0,0,0,0,0
170,200,0,185.34108,139.22836,0,1,0,1,0.5,0.5,2029,2029,2029,2029,0,0,0,0,0
200,230,0,21.2417,21.139172,0,1,0,0,0.4,0.0,1993,1993,1993,1993,0,0,0,0,0
230,260,0,12.09289,12.09289,0,0,0,0,0.1,0.0,3986,3986,3986,3986,0,0,0,0,0
260,290,0,95.19918,15.754186,1,1,0,0,0.3,0.0,1039,1039,1039,1039,0,0,0,0,0
290,320,0,57.480927,45.859608,8,1,8,0,0.2,0.0,1993,1998,2008,2024,7,0,8,7,1
320,350,0,100.95728,44.13024,14,0,14,0,0.5,0.5,2569,2571,2573,2588,13,0,14,13,2
350,380,0,66.74822,59.846947,7,2,7,2,0.8,1.0,1024,1109,1109,1119,5,0,7,6,2
380,410,0,79.721,50.157463,0,0,0,0,0.4,0.0,2985,2985,2985,2985,0,0,0,0,0
410,440,0,76.87897,61.950413,9,2,9,1,0.89512193,1.0,105,119,123,123,6,0,7,7,3
440,470,0,54.45017,54.542294,15,1,14,1,0.5,0.5,2040,2041,2041,2049,12,0,14,14,1
470,500,0,68.841774,27.056787,0,0,0,0,0.4,0.0,2979,2979,2979,2979,0,0,0,0,0
500,530,0,325.81613,325.81613,0,0,0,0,0.4,0.0,3094,3094,3094,3094,0,0,0,0,0
530,560,0,131.31815,102.84282,10,2,3,1,0.36954027,0.34770113,2029,2054,2058,2064,1,0,1,0,2
560,590,0,29.37838,11.451248,3,1,3,1,1.0,1.0,118,123,127,127,2,0,2,1,2
590,620,0,106.606186,62.582897,15,1,0,0,0.005263158,0.0,1986,1987,1987,2014,0,0,0,0,0
620,650,0,18.398441,10.881179,5,2,1,0,0.16086957,0.0,1988,2016,2016,2016,0,0,1,1,0
650,680,0,14.410103,10.831068,0,0,0,0,0.3,0.0,3004,3004,3004,3004,0,0,0,0,0
680,710,0,84.304756,44.226368,8,1,2,1,0.44390243,0.2195122,2004,2006,2017,2032,1,0,1,0,1
710,740,0,33.2909,12.519407,1,1,1,1,0.76,1.0,1078,1085,1085,1085,1,0,1,0,1
740,770,0,36.45916,12.010624,5,0,2,0,0.36133334,0.14,2527,2540,2540,2547,1,0,1,0,1
770,800,0,47.392597,47.392597,1,2,1,1,0.4666667,0.33333334,1077,1078,1078,1078,0,0,0,0,0
800,830,0,121.863976,43.088284,20,1,10,1,0.4643939,0.48863637,1997,2019,2040,2050,4,0,7,3,5
830,860,0,31.98527,14.038939,8,1,2,1,0.41904762,0.27142859,2254,2260,2265,2275,1,0,1,0,1
860,890,0,35.928097,24.744957,0,0,0,0,0.33333334,0.0,2514,2514,2514,2514,0,0,0,0,0
890,920,0,78.66233,25.090778,1,1,0,0,0.4,0.0,2036,2036,2036,2036,0,0,0,0,0
920,950,0,37.561832,11.730146,7,1,2,1,0.36857143,0.34285715,2079,2090,2095,2117,1,0,2,1,0
950,980,0,21.273125,21.273125,0,0,0,0,0.3,0.0,3001,3001,3001,3001,0,0,0,0,0
980,1010,0,68.65701,48.585155,12,1,12,1,0.8,1.0,1059,1060,1064,1079,9,0,11,11,1
1010,1040,0,37.987415,37.762596,31,1,18,0,0.31847134,0.0,2069,2076,2078,2088,14,0,18,18,2
1040,1070,0,21.547525,12.805373,0,0,0,0,0.25,0.0,2523,2523,2523,2523,0,0,0,0,0
1070,1100,0,153.97087,21.371164,0,0,0,0,0.2,0.0,3963,3963,3963,3963,0,0,0,0,0
1100,1130,0,89.132385,18.88876,0,0,0,0,0.2,0.0,3012,3012,3012,3012,0,0,0,0,0
1130,1160,0,57.420853,28.203585,9,1,5,0,0.32022727,0.0,1997,2017,2028,2048,3,0,3,2,1
1160,1190,0,35.447395,17.822556,32,0,8,0,0.24844721,0.0,2979,2986,2990,3007,3,0,6,3,4
1190,1220,0,17.468239,10.740803,16,1,2,1,0.4275,0.1375,2003,2006,2009,2030,0,0,1,0,2
