time_sec,pid,package,process_group,pss,paused_time,total_time
114,1,/init,native,1705,0,0
114,393,ueventd,native,952,0,0
114,428,mqsasd,native,2585,0,0
114,429,logd,native,2760,0,0
114,438,debuggerd,native,274,0,0
114,439,debuggerd64,native,314,0,0
114,440,vold,native,1275,0,0
114,442,debuggerd64:signaller,native,294,0,0
114,443,debuggerd:signaller,native,236,0,0
114,450,perfd,native,623,0,0
114,517,healthd,native,488,0,0
114,520,rmt_storage,native,536,0,0
114,521,tftp_server,native,523,0,0
114,525,esepmdaemon,native,577,0,0
114,527,qseecomd,native,523,0,0
114,528,pm-service,native,787,0,0
114,530,lmkd,native,738,0,0
114,531,servicemanager,native,642,0,0
114,532,surfaceflinger,native,31647,0,0
114,534,gx_fpd,native,730,0,0
114,537,mm-pp-dpps,native,5028,0,0
114,538,pm-proxy,native,616,0,0
114,566,sensors.qcom,native,820,0,0
114,574,qseecomd,native,716,0,0
114,626,fingerprintd,native,4912,0,0
114,684,cnd,native,5771,0,0
114,686,cnss_diag,native,956,0,0
114,687,time_daemon,native,960,0,0
114,688,thermal-engine,native,1823,0,0
114,689,wcnss_service,native,823,0,0
114,691,adsprpcd,native,862,0,0
114,692,hvdcp_opti,native,469,0,0
114,693,zygote64,native,9239,0,0
114,695,zygote,native,10938,0,0
114,696,shelld,native,4844,0,0
114,697,otad,native,1039,0,0
114,698,fdpp,native,589,0,0
114,705,audioserver,native,11960,0,0
114,706,cameraserver,native,4705,0,0
114,707,drmserver,native,1567,0,0
114,708,installd,native,780,0,0
114,709,keystore,native,1213,0,0
114,710,media.codec,native,1831,0,0
114,711,mediadrmserver,native,1415,0,0
114,713,media.extractor,native,2481,0,0
114,714,mediaserver,native,2261,0,0
114,715,netd,native,1555,0,0
114,716,rild,native,5201,0,0
114,719,dpmd,native,487,0,0
114,720,cnss-daemon,native,914,0,0
114,721,loc_launcher,native,609,0,0
114,723,ATFWD-daemon,native,768,0,0
114,725,qseeproxydaemon,native,4829,0,0
114,726,mm-qcamera-daemon,native,24463,0,0
114,782,audiod,native,2209,0,0
114,791,mdtpd,native,1101,0,0
114,792,mtd,native,4875,0,0
114,793,vsimd,native,2661,0,0
114,799,mlipayd,native,4822,0,0
114,800,gatekeeperd,native,789,0,0
114,824,dpmd,native,531,0,0
114,827,imsqmidaemon,native,618,0,0
114,828,ipacm-diag,native,491,0,0
114,837,msm_irqbalance,native,531,0,0
114,838,imsdatadaemon,native,908,0,0
114,842,ipacm,native,741,0,0
114,866,rild,native,4991,0,0
114,874,qti,native,884,0,0
114,885,netmgrd,native,1805,0,0
114,1230,lowi-server,native,1087,0,0
114,1231,slim_daemon,native,1844,0,0
114,1667,adbd,native,818,0,0
114,1699,wpa_supplicant,native,1737,0,0
114,2423,mcd,native,1411,0,0
114,3400,iptables-restore,native,673,0,0
114,3402,ip6tables-restore,native,610,0,0
114,7072,mdnsd,native,724,0,0
114,8868,dumpsys,native,568,0,0
114,8906,<pre-initialized>,native,25327,0,0
114,2669,com.qualcomm.qti.services.secureui:sui_service,pers,4734,0,0
114,2646,com.quicinc.wbcserviceapp,pers,4464,0,0
114,2627,com.mi.AutoTest,pers,4449,0,0
114,2609,com.xiaomi.finddevice,pers,9776,0,0
114,2600,com.fingerprints.serviceext,pers,4488,0,0
114,2576,com.xiaomi.xmsf,pers,12656,0,0
