time_start_sec,time_end_sec,launch_time,draw_time_avg,draw_time_median,total_frames,total_frames_median,janky_frames,janky_frames_median,janky_ratio,janky_ratio_median,percentile_50_ms,percentile_90_ms,percentile_95_ms,percentile_99_ms,missed_vsync_count,high_input_latency_count,slow_ui_thread_count,slow_bitmap_uploads_count,slow_issue_draw_commands_count
107,137,0,76.30583,11.053362,63,2,20,1,0.2811906,0.047368422,2003,2112,2172,2455,8,0,15,1,8
137,167,0,37.07203,12.808287,47,13,11,6,0.2573857,0.14285715,1995,2095,2113,2220,6,0,10,0,2
167,197,0,28.75336,9.050038,51,0,9,0,0.0620627,0.0,2972,2983,3028,3120,5,0,8,1,1
197,227,0,31.720531,7.886995,51,35,12,7,0.13829494,0.071428575,1984,2004,2023,2298,7,0,9,0,2
227,257,0,37.959736,8.200958,199,5,13,3,0.37618315,0.071428575,1044,1114,1118,1123,5,0,10,0,3
257,287,0,14.324419,7.787962,158,20,12,3,0.10162351,0.041791044,997,1030,1055,1394,5,0,10,0,2
287,317,0,41.748093,9.631678,50,6,10,5,0.3331263,0.26086956,1003,1019,1036,1162,4,0,8,0,4
317,347,0,21.917364,9.9782,75,0,27,0,0.17320955,0.0,2984,2988,3011,3041,7,0,16,0,13
347,377,0,29.0312,12.886978,8,1,2,1,0.322069,0.3,2000,2082,2084,2093,1,0,2,0,0
377,407,0,16.132835,8.618887,46,1,5,0,0.10046956,0.0,2206,2217,2224,2261,3,0,3,0,1
407,437,0,7.395758,6.362581,36,0,11,0,0.11188272,0.0,3303,3335,3399,3641,5,0,9,1,2
437,467,0,40.339134,8.441298,61,58,9,1,0.08109567,0.014705882,1984,1996,2104,2341,4,0,7,1,3
467,497,0,28.81975,9.163245,26,2,6,2,0.29227763,0.11290322,1991,2063,2078,2209,3,0,4,0,2
497,527,0,90.73454,13.972749,40,51,17,15,0.3217093,0.33962265,998,1081,1372,1534,7,1,13,1,5
527,557,0,38.455128,8.381668,55,1,14,1,0.32109445,0.1811187,1998,2102,2158,2299,5,0,10,0,5
557,587,0,79.19487,8.754821,65,18,16,16,0.2710145,0.19444445,1989,2009,2045,2266,6,0,11,1,6
587,617,0,22.099869,8.846994,56,38,7,7,0.23689942,0.30612245,1010,1048,1061,1248,4,0,5,0,3
617,647,0,22.570765,7.625231,74,1,13,0,0.06450014,0.0,1984,1995,2014,2121,7,0,12,0,2
647,677,0,18.040968,7.286193,20,0,1,0,0.14133334,0.0,2974,2991,2992,3005,0,0,0,0,0
677,707,583,18.8599,8.708957,50,33,10,3,0.107589886,0.063605934,1490,1501,1514,1601,4,0,8,0,1
707,737,0,13.23711,7.601781,60,1,15,1,0.40505117,0.22525597,2030,2169,2172,2210,6,0,12,0,4
737,767,0,16.295296,7.291016,23,0,1,0,0.039479677,0.0,2972,2983,2987,3126,1,0,1,0,0
767,797,0,42.619728,11.278317,62,13,6,1,0.17323902,0.011494253,1986,1997,2077,2178,1,0,3,0,3
797,827,0,27.848942,7.269503,32,0,6,0,0.07877437,0.0,2478,2504,2523,2620,4,0,4,0,1
827,857,0,37.689587,10.84355,57,18,12,12,0.42237863,0.20224719,1020,1039,1483,1567,6,0,10,0,3
857,887,0,45.60511,9.508003,61,0,12,0,0.24013157,0.0,2980,2983,3008,3248,5,0,9,0,3
887,917,0,78.52955,10.413983,96,12,17,6,0.18252335,0.13702624,1987,2001,2025,2133,7,0,12,0,5
917,947,0,32.402332,9.732637,12,4,4,2,0.51037735,0.5,49,85,89,240,1,0,3,0,0
947,977,0,43.977875,13.316793,62,1,11,0,0.23430422,0.0,1988,1992,2027,2137,5,0,7,0,5
977,1007,0,20.90375,8.434826,59,10,6,8,0.4037169,0.1632653,1027,1087,1102,1163,3,0,5,0,3
1007,1037,0,41.68849,9.935159,44,45,12,3,0.15166667,0.06666667,996,1040,1111,1212,5,0,9,0,4
1037,1067,0,41.1595,9.47526,93,3,11,3,0.31219512,0.10643016,1990,2005,2009,2062,5,0,7,0,3
1067,1097,0,30.460917,9.190038,36,5,4,5,0.49962965,0.5,47,70,72,74,1,0,3,0,1
1097,1127,0,26.846584,9.162613,54,23,17,3,0.22434092,0.2857143,997,1038,1060,1146,7,0,12,0,6
1127,1157,0,29.700047,8.791138,23,5,4,4,0.26353413,0.084337346,1991,2042,2054,2112,3,0,2,0,1
1157,1187,0,31.238323,9.555357,32,13,6,2,0.31272024,0.16163793,542,628,656,716,3,0,4,0,1
1187,1217,0,29.335764,7.196652,32,16,7,3,0.1431693,0.1875,997,1081,1097,1104,3,0,6,0,2
1217,1247,0,24.777863,9.695864,36,0,5,0,0.055242717,0.0,2973,2996,3012,3050,3,0,4,0,1
1247,1277,0,26.678888,7.707533,88,43,26,6,0.2209928,0.29042906,997,1037,1060,1149,15,0,21,1,8
1277,1307,0,24.30872,7.980048,17,18,3,2,0.26624364,0.22222222,1001,1053,1251,1253,2,0,2,0,1
1307,1337,0,26.357037,8.193451,101,2,9,1,0.28426668,0.088,1998,2005,2015,2025,6,0,8,0,3
1337,1367,0,10.891756,5.824089,51,1,4,0,0.0890062,0.033898305,1988,1991,2011,2042,2,0,2,0,1
1367,1397,0,13.914307,6.85586,56,13,14,10,0.32097673,0.22660099,1015,1060,1093,1243,6,0,10,1,5
1397,1427,0,40.568817,9.253533,64,62,9,9,0.13700639,0.11290322,996,1018,1072,1360,5,0,6,0,2
1427,1457,0,30.357183,10.236486,39,23,7,7,0.1467509,0.16296296,1985,2021,2045,2260,3,0,6,0,3
1457,1487,0,22.691725,8.180649,66,43,11,10,0.12769237,0.06010929,1984,2006,2018,2085,6,0,9,1,2
1487,1517,0,19.704136,8.268316,49,10,4,4,0.30741087,0.0862069,177,202,228,257,3,0,3,0,0
1517,1547,0,43.569553,7.678651,33,5,10,4,0.30175662,0.22566912,2012,2142,2166,2294,4,0,6,0,4
1547,1577,0,41.8854,10.146613,59,16,10,9,0.29125,0.09375,1992,2017,2175,2196,4,0,9,0,1
1577,1607,0,17.551088,8.896027,35,3,6,0,0.079838276,0.0,1985,1999,2011,2083,3,0,5,0,1
1607,1637,0,37.223904,11.543745,61,0,11,0,0.13725491,0.0,2975,2979,3003,3063,4,0,7,0,5
1637,1667,0,27.985464,9.123898,72,45,7,8,0.17684358,0.15671642,1024,1043,1084,1265,5,0,5,0,3
1667,1697,0,31.038578,9.57926,79,18,20,5,0.24702027,0.25964913,998,1032,1064,1258,7,0,11,1,9
1697,1727,0,41.57798,6.7795725,79,0,17,0,0.043434344,0.0,2973,2977,2993,3051,6,0,10,1,9
1727,1757,0,29.764597,9.040476,48,2,9,1,0.24149024,0.16300675,2005,2015,2055,2141,3,0,6,0,3
1757,1787,0,35.441273,9.168004,49,8,8,5,0.4123973,0.3,1021,1065,1129,1169,4,0,6,0,3
1787,1817,0,27.619968,8.380465,41,5,13,3,0.22094087,0.1875,1987,2051,2067,2080,6,0,9,1,3
1817,1847,0,22.857956,9.670034,60,1,9,0,0.080434784,0.0,1985,2003,2010,2032,4,0,7,0,1
1847,1877,0,22.62385,9.632611,71,39,10,3,0.10559747,0.12956811,1489,1507,1540,1666,5,0,6,0,3
1877,1907,0,15.872299,7.014547,46,42,9,7,0.21680722,0.1904762,1019,1040,1074,1110,5,0,7,0,1
1907,1937,0,23.96845,7.701559,35,0,19,0,0.17471263,0.0,2976,3002,3011,3041,9,0,17,0,1
1937,1967,0,80.50859,25.917225,15,2,4,2,0.3650862,0.13793103,2019,2155,2260,2330,3,0,3,0,1
1967,1997,596,27.438082,7.66451,42,0,9,0,0.17606539,0.0,2755,2764,2774,2790,4,0,6,0,3
