time_start_sec,time_end_sec,launch_time,draw_time_avg,draw_time_median,total_frames,total_frames_median,janky_frames,janky_frames_median,janky_ratio,janky_ratio_median,percentile_50_ms,percentile_90_ms,percentile_95_ms,percentile_99_ms,missed_vsync_count,high_input_latency_count,slow_ui_thread_count,slow_bitmap_uploads_count,slow_issue_draw_commands_count
1711,1741,0,14.113248,5.922597,38,23,17,10,0.49392238,0.46153846,17,142,167,195,7,0,13,0,5
1741,1771,0,52.87109,22.052876,117,6,17,4,0.19374655,0.11570248,1987,2018,2026,2081,5,0,12,2,5
1771,1801,0,9.673691,7.949835,160,120,5,2,0.040551417,0.0036101083,1984,1988,1993,2015,2,0,2,0,1
1801,1831,0,12.557317,8.43788,92,1,7,1,0.3396621,0.061946902,2015,2033,2043,2057,3,0,5,0,1
1831,1861,0,20.929049,7.4492006,78,25,10,5,0.18318315,0.10543954,1996,2012,2035,2135,5,0,7,0,3
1861,1891,0,19.068281,8.96757,7,5,3,3,0.37619048,0.16666667,2004,2039,2044,2044,2,0,2,0,0
1891,1921,0,56.460255,22.7298,91,2,6,1,0.20012483,0.056179777,2024,2062,2063,2067,2,0,3,0,2
1921,1951,0,21.504873,10.901041,207,145,20,6,0.108620845,0.11111111,997,1010,1039,1132,8,0,14,2,8
1951,1981,0,19.038008,7.283515,66,3,9,2,0.2609177,0.13504823,1994,2007,2014,2033,2,0,6,0,3
1981,2011,0,31.750803,31.66262,61,4,8,2,0.17253008,0.12455516,1987,2044,2049,2080,4,0,7,0,2
2011,2041,510,47.152622,9.913461,41,2,7,2,0.315188,0.14736842,1988,1996,2061,2095,1,0,5,0,1
2041,2071,0,18.474434,13.448323,1,0,0,0,0.26666668,0.0,2980,2988,2988,2988,0,0,0,0,0
2071,2101,0,15.260092,8.008313,58,1,5,0,0.14298066,0.0,2484,2494,2503,2520,3,0,4,0,1
2101,2131,0,11.4480715,5.0405016,58,1,4,1,0.29180557,0.059027776,2034,2045,2046,2064,2,0,3,0,0
2131,2161,0,40.558434,9.971243,61,23,19,2,0.11324416,0.08695652,1985,2001,2021,2200,9,0,16,0,2
2161,2191,0,27.614534,9.772644,66,16,11,5,0.19611666,0.07984791,1987,2001,2017,2049,3,0,9,0,2
2191,2221,0,15.858681,9.635785,66,0,3,0,0.20969696,0.0,2989,2990,2991,3001,1,0,2,0,1
2221,2251,0,17.127224,8.16117,7,0,1,0,0.1375,0.0,2975,3018,3040,3080,1,0,1,0,0
2251,2281,0,31.78756,11.844011,44,6,7,0,0.105388105,0.0,2479,2499,2508,2585,3,0,5,0,2
2281,2311,0,22.009914,9.72279,31,31,5,5,0.13824885,0.06451613,1985,2013,2029,2210,2,0,4,0,2
2311,2341,0,38.282322,9.746719,46,1,1,0,0.00882353,0.0,1985,1986,1987,1997,1,0,0,0,0
2341,2371,0,9.431917,7.9410944,67,47,10,8,0.093095385,0.140625,1984,1997,2031,2109,5,0,8,0,2
2371,2401,0,19.37418,8.454574,61,53,10,13,0.18726712,0.14473684,998,1018,1038,1136,5,0,8,0,3
2401,2431,0,29.698719,11.05513,68,4,9,3,0.20249441,0.12745099,1987,1998,2009,2037,5,0,8,0,1
2431,2461,0,18.019064,7.016611,14,0,2,0,0.08930818,0.0,2973,2986,3019,3070,1,0,2,0,0
2461,2491,0,19.75695,8.191658,47,26,7,5,0.15191011,0.13421659,1493,1531,1544,1670,3,0,5,0,1
2491,2521,0,26.522297,8.060582,31,4,6,2,0.19649123,0.16666667,1988,2059,2076,2100,2,0,5,0,0
2521,2551,0,40.88664,13.334409,21,0,3,0,0.030476192,0.0,3961,3964,3971,3974,1,0,2,0,0
2551,2581,0,17.081816,6.954855,65,0,7,0,0.055215947,0.0,2973,3003,3030,3160,3,0,6,0,1
2581,2611,0,21.028713,8.4440155,95,0,22,0,0.10239273,0.0,2973,2986,2996,3033,12,0,17,1,6
2611,2641,0,24.944286,10.12915,7,1,3,0,0.22881879,0.0,2138,2171,2216,2223,2,0,2,0,1
2641,2671,0,25.191006,7.5732837,26,4,4,2,0.28425854,0.13392857,1875,1895,1907,1970,2,0,4,0,0
2671,2701,0,16.856522,8.567949,87,1,5,0,0.022724524,0.0,1984,1986,1988,2002,1,0,3,0,1
2701,2731,0,19.982092,7.838641,177,156,13,4,0.11735679,0.102564104,996,1008,1035,1138,4,0,11,0,1
2731,2761,0,23.364641,9.485793,102,64,17,14,0.163599,0.11386139,1657,1680,1727,1769,7,0,14,0,3
2761,2791,0,26.170517,9.985827,63,2,12,2,0.47462463,0.4238739,1711,1756,1766,1783,6,0,8,0,2
2791,2821,0,27.24721,10.821814,203,17,10,3,0.07102195,0.038288288,1984,1995,2030,2054,3,0,8,0,1
2821,2851,0,19.225273,8.737452,35,2,3,1,0.17897436,0.044871796,2005,2024,2084,2099,2,0,2,0,1
2851,2881,0,10.193465,8.100731,56,9,11,6,0.42350632,0.27272728,1047,1067,1095,1123,6,0,9,0,2
2881,2911,0,24.594908,10.203833,85,22,16,4,0.14752516,0.15229885,1985,2030,2071,2170,9,1,13,0,4
2911,2941,620,59.125626,11.927574,91,72,8,5,0.065480374,0.064935066,995,1000,1015,1071,4,0,7,0,1
2941,2971,0,17.340082,8.099634,42,0,14,0,0.14285715,0.0,2974,3009,3050,3110,7,0,12,1,3
2971,3001,0,34.266907,11.786614,92,2,8,1,0.14565685,0.043887146,2009,2013,2021,2093,2,0,5,0,2
3001,3031,0,18.20633,8.841397,52,2,15,2,0.29189762,0.047058824,2073,2083,2095,2114,6,0,12,1,3
3031,3061,0,15.837223,8.859353,31,11,6,3,0.1667308,0.13273995,1987,2005,2020,2066,3,0,5,0,1
3061,3091,0,34.37776,11.582998,40,25,9,7,0.35412544,0.27586207,1006,1039,1072,1232,5,0,6,0,2
3091,3121,0,23.529667,8.675528,22,20,5,7,0.18833335,0.175,996,1112,1173,1194,3,0,4,0,1
3121,3151,0,30.26975,7.371188,23,20,5,7,0.15886918,0.12727273,1985,2022,2072,2230,4,0,3,0,1
3151,3181,0,46.645447,11.676083,95,54,19,13,0.15855606,0.19433199,996,1025,1058,1242,10,0,13,0,5
3181,3211,0,16.159767,7.9922495,70,40,10,6,0.107414916,0.07437408,1860,1881,1900,1960,4,0,7,1,2
3211,3241,0,25.896725,8.014717,74,49,11,10,0.45291877,0.35,20,38,68,180,6,0,9,1,2
3241,3271,0,21.347626,8.172867,70,74,12,9,0.24264638,0.23926102,8,93,120,215,7,0,10,1,1
3271,3301,0,28.203785,8.286905,76,14,15,4,0.22804058,0.16802162,1878,1897,1939,1981,7,0,12,0,2
3301,3331,0,31.053314,7.862854,0,0,0,0,0.25,0.0,3726,3726,3726,3726,0,0,0,0,0
3331,3361,0,23.435661,9.146241,71,4,12,4,0.26960528,0.1375,1991,2011,2026,2041,4,0,8,0,4
3361,3391,0,19.712656,8.464567,51,36,8,4,0.101256,0.052735142,1490,1499,1507,1618,3,0,4,0,2
3391,3421,0,14.237029,7.913239,57,5,3,3,0.43372378,0.5,119,213,214,246,2,0,3,0,0
3421,3451,0,22.064241,8.055506,70,0,9,0,0.049715437,0.0,2973,2977,2990,3017,3,0,6,0,3
3451,3481,0,21.159458,8.352394,39,47,7,9,0.24185593,0.25,9,50,70,238,3,0,5,0,2
3481,3511,0,21.69957,7.070041,51,0,14,0,0.04752564,0.0,3467,3469,3473,3501,1,0,5,0,9
3511,3541,0,0.0,0.0,83,1,12,0,0.052119344,0.0,1984,1994,2003,2050,8,0,11,0,2
3541,3571,0,17.678976,9.125147,48,16,11,2,0.24612384,0.125,999,1020,1040,1111,5,0,8,1,3
3571,3601,0,15.568267,6.141284,28,0,2,0,0.21438849,0.0,2988,2989,2991,2995,0,0,1,0,1
3601,3631,0,7.276343,6.669306,64,0,11,0,0.05491643,0.0,3302,3310,3323,3398,5,0,9,0,2
3631,3661,0,53.115227,15.481077,29,0,3,0,0.0683958,0.0,3302,3319,3326,3373,2,0,2,0,0
3661,3691,0,16.244003,7.6535125,76,0,7,0,0.018421052,0.0,3961,3963,3966,3986,3,0,5,0,2
3691,3721,0,18.138256,9.101544,69,22,9,3,0.12835968,0.09090909,995,1030,1047,1071,4,0,7,0,3
3721,3751,0,12.191837,7.688159,83,58,20,6,0.17522213,0.13457558,1492,1515,1536,1679,5,0,14,0,7
3751,3781,0,30.267683,10.588622,5,0,2,0,0.18362573,0.0,2973,3001,3033,3033,1,0,1,0,0
3781,3811,0,31.965872,9.796862,50,41,9,3,0.29549634,0.15178572,998,1006,1018,1173,3,0,6,0,3
3811,3841,0,18.462534,8.4991,82,54,12,10,0.10826731,0.105960265,995,1014,1044,1144,5,0,9,0,4
3841,3871,0,13.854576,7.344625,56,6,9,0,0.09679476,0.0,2479,2491,2505,2532,3,0,6,0,3
