time_sec,pid,package,process_group,pss,paused_time,total_time
97,1,/init,native,1826,0,0
97,395,ueventd,native,796,0,0
97,430,mqsasd,native,2559,0,0
97,431,logd,native,2676,0,0
97,440,debuggerd,native,274,0,0
97,441,debuggerd64,native,314,0,0
97,442,vold,native,1303,0,0
97,444,debuggerd64:signaller,native,294,0,0
97,445,debuggerd:signaller,native,235,0,0
97,452,perfd,native,635,0,0
97,519,healthd,native,492,0,0
97,522,rmt_storage,native,536,0,0
97,523,tftp_server,native,523,0,0
97,527,esepmdaemon,native,575,0,0
97,529,qseecomd,native,521,0,0
97,530,pm-service,native,797,0,0
97,532,lmkd,native,738,0,0
97,533,servicemanager,native,642,0,0
97,534,surfaceflinger,native,31109,0,0
97,536,gx_fpd,native,724,0,0
97,539,mm-pp-dpps,native,4967,0,0
97,540,pm-proxy,native,610,0,0
97,571,sensors.qcom,native,820,0,0
97,574,qseecomd,native,720,0,0
97,628,fingerprintd,native,4844,0,0
97,688,cnd,native,5601,0,0
97,690,cnss_diag,native,977,0,0
97,691,time_daemon,native,959,0,0
97,692,thermal-engine,native,1798,0,0
97,693,wcnss_service,native,822,0,0
97,695,adsprpcd,native,863,0,0
97,696,hvdcp_opti,native,453,0,0
97,697,zygote64,native,7294,0,0
97,698,zygote,native,14239,0,0
97,700,shelld,native,4784,0,0
97,701,otad,native,1039,0,0
97,703,fdpp,native,575,0,0
97,706,audioserver,native,11937,0,0
97,707,cameraserver,native,5002,0,0
97,708,drmserver,native,1575,0,0
97,709,installd,native,796,0,0
97,710,keystore,native,1169,0,0
97,712,media.codec,native,1666,0,0
97,713,mediadrmserver,native,1419,0,0
97,714,media.extractor,native,2968,0,0
97,715,mediaserver,native,2362,0,0
97,716,netd,native,1531,0,0
97,717,rild,native,5120,0,0
97,718,dpmd,native,471,0,0
97,720,cnss-daemon,native,913,0,0
97,725,loc_launcher,native,609,0,0
97,729,ATFWD-daemon,native,766,0,0
97,732,qseeproxydaemon,native,4765,0,0
97,734,mm-qcamera-daemon,native,25904,0,0
97,735,audiod,native,2196,0,0
97,742,dpmd,native,465,0,0
97,758,mdtpd,native,1082,0,0
97,761,mtd,native,4808,0,0
97,762,vsimd,native,2657,0,0
97,789,mlipayd,native,4763,0,0
97,791,gatekeeperd,native,791,0,0
97,829,ipacm-diag,native,491,0,0
