time_start_sec,time_end_sec,launch_time,draw_time_avg,draw_time_median,total_frames,total_frames_median,janky_frames,janky_frames_median,janky_ratio,janky_ratio_median,percentile_50_ms,percentile_90_ms,percentile_95_ms,percentile_99_ms,missed_vsync_count,high_input_latency_count,slow_ui_thread_count,slow_bitmap_uploads_count,slow_issue_draw_commands_count
108,138,0,81.14662,20.611998,51,0,26,0,0.23452683,0.0,3010,3041,3105,3350,12,0,18,1,13
138,168,0,61.194183,22.413282,72,6,30,5,0.5435824,0.6241135,1095,1278,1330,1420,12,1,25,2,8
168,198,0,33.569836,10.043468,155,0,32,0,0.06981687,0.0,2973,2979,3001,3100,10,0,19,1,14
198,228,0,16.350199,10.745415,32,8,4,5,0.27511653,0.08391608,1998,2052,2054,2090,2,0,3,0,0
228,258,0,16.674389,6.668426,54,21,5,2,0.12541147,0.010810811,1983,2022,2071,2143,4,0,3,0,1
258,288,959,29.839987,7.186506,75,17,7,0,0.042163573,0.0,1983,1999,2003,2018,4,0,4,0,2
288,318,0,24.889656,8.827799,73,4,9,3,0.1918556,0.07015917,1495,1522,1531,1571,4,0,8,0,1
318,348,0,16.221945,6.935446,91,0,12,0,0.055818416,0.0,2972,2980,2990,3050,6,0,9,0,2
348,378,0,15.00241,7.784909,60,11,7,2,0.07701285,0.02,1984,1991,2010,2066,3,0,6,0,2
378,408,0,14.960651,7.2644024,47,22,5,4,0.28279805,0.09580839,1001,1025,1039,1081,4,0,3,0,0
408,438,998,19.723783,6.894315,54,23,5,4,0.19399606,0.06562636,1492,1517,1529,1590,2,0,3,0,1
438,468,0,15.51495,6.6251936,73,3,2,2,0.14724243,0.015,1987,2034,2035,2069,2,0,2,0,0
468,498,0,11.985241,6.285069,83,1,7,0,0.11666666,0.0,1987,2024,2028,2051,4,0,5,0,0
498,528,0,12.48749,8.158704,79,1,2,0,0.07935337,0.0,2479,2508,2512,2516,1,0,1,0,0
528,558,0,7.797572,6.2540455,94,59,26,31,0.22866449,0.25581396,998,1033,1059,1166,13,0,21,1,6
558,588,0,32.776405,9.466064,81,37,15,8,0.3149314,0.18644068,1054,1080,1116,1156,8,0,12,1,2
588,618,0,22.401192,8.486291,25,21,4,4,0.14428572,0.114285715,995,1019,1039,1068,2,0,3,0,0
618,648,0,25.773348,8.405051,44,8,11,2,0.35360655,0.2513661,1035,1111,1119,1160,4,0,9,0,1
648,678,0,19.995403,7.378333,77,101,12,8,0.19078265,0.19285715,8,21,58,158,5,0,7,0,3
678,708,0,21.539677,7.140886,33,17,5,3,0.18141437,0.11584377,1491,1550,1576,1623,3,0,4,0,0
708,738,0,14.778414,6.9752207,24,3,3,1,0.13111112,0.1,1984,2005,2013,2054,1,0,1,0,0
738,768,0,13.627421,6.367804,87,0,2,0,0.01339179,0.0,2972,2973,2974,3040,2,0,2,0,0
768,798,0,15.93759,9.034254,51,1,14,0,0.25726143,0.0,1995,2004,2011,2023,8,0,10,0,2
798,828,0,16.258373,6.8319945,64,3,5,1,0.112157464,0.006535948,1986,2016,2022,2062,3,0,3,0,0
828,858,0,32.679893,17.984962,52,2,2,1,0.11712495,0.036363635,1988,1990,1991,2027,1,0,2,0,0
858,888,0,14.458452,6.307992,60,0,3,0,0.028121516,0.0,2972,2976,2981,3034,2,0,2,0,0
888,918,0,35.13744,10.251504,35,13,3,2,0.22350025,0.09509169,1504,1534,1548,1579,1,0,3,0,0
918,948,0,11.291004,6.129025,66,37,5,2,0.13708201,0.054054055,1007,1009,1026,1055,2,0,4,0,0
948,978,0,12.508701,6.0790324,19,0,0,0,0.0,0.0,3961,3961,3961,3962,0,0,0,0,0
978,1008,0,15.855818,6.4258714,83,97,14,11,0.16340622,0.16964285,713,735,774,878,8,0,11,0,2
1008,1038,0,18.738474,7.120096,60,14,1,1,0.024896482,0.0054347827,1983,1984,1986,1993,0,0,1,0,0
1038,1068,0,9.834022,5.8976994,54,61,3,3,0.1294474,0.039696366,1252,1276,1282,1329,1,0,3,0,0
1068,1098,0,18.268719,6.759938,38,0,2,0,0.030755496,0.0,2972,2975,2979,3038,1,0,2,0,1
1098,1128,0,12.331577,6.486757,81,37,3,2,0.22791167,0.054054055,1009,1010,1026,1078,1,0,3,0,0
1128,1158,259,19.225733,6.492374,83,3,3,3,0.2152321,0.013333334,1998,2013,2015,2039,2,0,2,0,0
1158,1188,0,25.903055,6.2080245,45,7,2,1,0.2430927,0.048328657,1513,1520,1525,1547,1,0,2,0,0
1188,1218,0,8.798642,6.2041125,49,22,3,4,0.095448904,0.09090909,994,1022,1044,1093,2,0,3,0,0
1218,1248,0,19.825125,6.53269,28,1,4,1,0.49159914,0.3478261,1082,1108,1118,1170,3,0,3,0,0
1248,1278,0,40.932327,7.34899,27,0,9,0,0.114102565,0.0,2973,2995,3019,3110,5,0,8,0,1
1278,1308,0,14.124656,6.590007,61,26,5,2,0.08058744,0.047803976,1244,1265,1272,1314,2,0,4,0,0
1308,1338,0,23.896322,9.748665,40,4,6,3,0.38057414,0.14096916,1431,1467,1476,1496,4,0,5,0,1
1338,1368,0,15.48861,7.243682,44,32,6,4,0.3391784,0.15517241,54,92,175,251,4,0,4,0,1
1368,1398,0,24.405777,6.8856573,22,0,1,0,0.014285715,0.0,2972,2973,2977,2979,1,0,0,0,0
1398,1428,0,30.052544,8.148616,53,1,13,1,0.29744205,0.055555556,2013,2029,2044,2110,6,0,12,0,0
1428,1458,0,18.667564,7.9625063,44,23,7,4,0.1637865,0.12777779,1492,1530,1547,1581,3,0,6,0,0
1458,1488,0,18.06663,7.2477136,54,0,4,0,0.02985843,0.0,2972,2975,2983,3030,2,0,3,0,0
1488,1518,0,12.049425,6.544286,43,50,4,1,0.07534502,0.017857144,1985,1990,1992,2018,0,0,4,0,0
1518,1548,0,14.136443,6.5699124,44,5,7,2,0.346857,0.20689656,1034,1057,1065,1132,4,0,6,0,0
1548,1578,377,11.5665865,6.524161,53,53,3,2,0.038019516,0.02861187,1983,1989,1997,2041,2,0,2,0,0
1578,1608,0,10.784672,6.090417,27,0,2,0,0.014492753,0.0,3961,3962,3966,3970,1,0,1,0,0
1608,1638,0,11.846309,6.338561,23,0,4,0,0.09052344,0.0,2972,2987,2999,3040,2,0,3,0,1
1638,1668,0,14.3333645,6.711725,70,1,4,0,0.02966543,0.0,1984,1987,1996,2052,1,0,3,0,0
1668,1698,0,23.483477,7.5139294,29,5,10,3,0.26230338,0.09453782,1993,2019,2029,2068,5,0,9,0,0
1698,1728,0,32.45617,9.045042,40,32,14,8,0.20039682,0.12698413,1985,2055,2099,2160,10,0,11,0,4
1728,1758,0,47.27417,10.274294,84,1,4,1,0.21754178,0.031914894,2012,2014,2016,2050,2,0,3,0,0
1758,1788,0,18.28466,8.193975,54,40,4,2,0.062307157,0.014492754,1983,1999,2018,2096,3,0,4,0,0
1788,1818,0,16.1038,7.516881,54,23,7,4,0.2853516,0.17391305,11,84,106,134,4,0,5,0,2
1818,1848,490,13.019766,6.0248823,68,0,5,0,0.030871343,0.0,2972,2974,2981,3030,3,0,3,0,0
1848,1878,0,30.577438,7.719597,45,0,4,0,0.19675665,0.0,2769,2786,2791,2812,2,0,3,0,1
1878,1908,0,21.416311,7.5964613,32,0,3,0,0.03988095,0.0,3301,3308,3325,3383,2,0,2,0,0
1908,1938,0,10.389269,5.5489826,79,53,10,4,0.13694605,0.10526316,996,1020,1127,1188,4,0,10,0,1
1938,1968,0,20.174618,7.485114,38,47,14,13,0.4709273,0.5,19,143,164,200,6,0,8,0,5
1968,1998,0,39.43582,11.574657,27,15,8,3,0.19401206,0.1764706,1986,2031,2080,2100,5,0,8,0,1
1998,2028,0,26.52605,7.677704,35,13,10,2,0.139362,0.02688172,2480,2517,2540,2640,5,0,9,0,1
2028,2058,0,48.395847,10.108705,86,1,9,1,0.25030312,0.08656716,2000,2007,2016,2127,5,0,7,0,1
2058,2088,0,14.08692,8.405133,75,59,20,26,0.42094436,0.18902439,1059,1096,1149,1270,10,0,17,0,3
2088,2118,0,46.430088,14.521115,64,6,7,3,0.14681986,0.021978023,1989,2028,2040,2107,3,0,5,0,2
2118,2148,0,14.574043,6.9841824,32,11,6,3,0.15233767,0.075,1985,1995,2011,2046,2,0,4,0,2
2148,2178,0,11.172552,5.828553,31,23,2,1,0.15109414,0.063950196,1004,1016,1041,1104,2,0,2,0,0
2178,2208,0,17.588348,6.662484,13,2,1,1,0.14802867,0.11111111,1996,2000,2009,2017,0,0,1,0,0
2208,2238,0,10.90875,6.510579,23,0,2,0,0.01724138,0.0,3961,3962,3967,3969,1,0,1,0,0
2238,2268,0,14.341489,6.339437,40,10,5,1,0.17207576,0.06787879,2002,2022,2036,2077,2,0,4,0,0
2268,2298,0,22.627222,6.191047,39,19,2,0,0.038251366,0.0,1983,1988,1996,2043,1,0,1,0,0
2298,2328,0,10.467231,6.4396014,28,28,4,4,0.14591277,0.10714286,995,1015,1051,1106,2,0,3,0,0
2328,2358,0,15.313001,6.666053,32,13,3,3,0.2135274,0.02238806,1987,2038,2052,2065,2,0,2,0,0
2358,2388,0,30.687874,13.212765,58,22,13,8,0.1322525,0.09602649,2478,2498,2515,2575,5,0,10,0,2
2388,2418,0,12.891264,6.9035215,55,23,4,2,0.05871251,0.05226481,1653,1660,1674,1724,2,0,3,0,0
2418,2448,0,8.798469,6.2128677,70,93,10,5,0.19058758,0.21568628,996,1018,1052,1102,4,0,9,0,2
2448,2478,470,16.146574,7.249566,58,0,4,0,0.028907722,0.0,2972,2974,2999,3025,3,0,4,0,0
2478,2508,0,15.673984,6.5065393,39,3,4,3,0.24401435,0.08053691,2004,2016,2033,2057,2,0,3,0,0
2508,2538,0,54.59468,76.25772,28,0,3,0,0.09010608,0.0,3309,3321,3328,3345,0,0,3,0,0
2538,2568,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2568,2598,0,0.0,0.0,32,0,5,0,0.03125,0.0,3961,3967,3984,4070,3,0,3,0,1
2598,2628,0,20.85966,8.622118,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
2628,2658,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2658,2688,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2688,2718,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2718,2748,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2748,2778,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2778,2808,0,0.0,0.0,1,0,0,0,0.08888889,0.0,3962,3966,3966,3966,0,0,0,0,0
2808,2838,0,15.734809,13.410064,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2838,2868,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2868,2898,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2928,2958,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2958,2988,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
2988,3018,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
3018,3048,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
3048,3078,0,0.0,0.0,0,0,0,0,0.0,0.0,4950,4950,4950,4950,0,0,0,0,0
